text,sentiment,audience
they also lack certain very basic elements of economic infrastructure,0,g
2 we must end the many activities of the federal government that spawn inflation including numerous forms of regulation,0,g
but this increase in productivity and efficiency should also embrace the activities of government as well as of the private sectors,1,g
the temptation to channel them into  increased federal spending seems irresistable,0,g
fannie and freddie had the incentive to take extraordinary risks at taxpayer expense,0,g
4  adam smith the worlds first major writer on economics long ago pointed out the benefits of self regulation and the folly of governmental regulation,0,g
furthermore various government welfare programs supposedly designed to provide security or insurance to workers and citizens also may adversely affect motives fn1 saving in a more direct way,0,g
the fed  held interest rates mostly unchanged over the next 19 monthsuntil december  1965despite mounting inflation fueled by government spending,0,g
i believe very sincerely that if we can begin to get the budget deficit down in this country we can take the load off the federal reserve interest rates will begin to come down and the problem will begin to unwind,0,g
we spent more than we could afford  our governmentrepublicans and democrats alikecontinued at an accelerated  pace down the path of promising more in social programs and other spending  programs than we could sustain,0,g
it is widely believed that these deficits have kept the economy growing and    3therefore have been desirable,1,g
of course having the government intervene to rescue a private firm is largely anathema to the idea of a free market,0,g
weve made progress in reducing budgetary deficits but the deficits have been too high for too long,0,g
the 14year terms of the governors are designed to protect them against short term swings of partisan politics,0,g
need for spending cutbacks the necessity for substantial spending cutbacks in nondefense programs is obvious given the administrations commitment to a defense buildup coupled with tax reductions,0,g
in ad d itio n   the new leg islatio n should have an indirect b e n e fit  for the california economy,1,g
it is not surprising then that government policies which seek to direct the flow of entrepreneurial talents in an effort to promote  good jobs and presumably to discourage  bad jobs will have uncertain and potentially negative effects on economic prosperity,0,g
what we cannot do is escape other implications of the deficit,0,g
the  10 agreement will help to achieve longlasting benefits by making mexico more economically prosperous and politically stable,1,g
in that case the taxes collected by the federal government would have to rise from about 18 percent of gdp today to about 24 percent of gdp in 2030 an increase of onethird in the tax burden over the next twentyfive years with more increases to follow,0,g
this mispricing can be notable and is attributable not only to the improved liquidity but also to implicit government guarantees10 taken together the government guarantee and resulting lower mortgage rates likely boosted both mortgage credit extended and the rise in house prices in the runup to the crisis,0,g
need for moderate fiscal policy in our search for a broadscale and wel1integrated set of policies to combat inflation and recession we must first institute a moderate fiscal policy  one which will not destabilize the 1980s as it did the 1970s,0,g
some of the key areas in which progress has been made include o fiscal prudence the administration and congress have made the containment of domestic spending growth a major priority of economic policy,1,g
 10   reserves fault much of the public and many legislators probably be lieve otherwise,0,g
all of this is not to suggest that the economy today merits a lclean bill f of health1 there is no shortage of issues that continue to threaten sustained 1 stability and prosperity here and abroad including still volatile financial markets and vulnerable financial institutions debt problems of developing countries and most importantly the stubborn imbalance in our fiscal affairs,0,g
the burden of our budget deficit on interestsensitive sectors of the us econorny would be intensified the problem would be shifted without resolving it,0,g
inflation is also costly because its a tax that nobody votes for,0,g
2federal government that our external financial position was fundamentally strong and that restraints on capital outflows were required only to provide shortterm assistance until the basic strength of our trade surplus rising earnings on direct investment and other favorable elements could coalesce to restore a lasting balance,1,g
although i think we still have a long way to go in this regard we are today more likely to see innovative policies like tradable pollution permits,1,g
for those businesses with more than 100 employees almost 70 percent indicated there would be no change in their hiring plans as a result of tax reform being passed,1,g
this growth in the public sector cannot be sustained,0,g
it seems that we have to keep relearning the lesson th at the principal obstacle to suc cessful use of m onetary credit and fiscal pol icies has been the failure to use them in a coordinated fashion,0,g
tax increases likely will not work to reduce the deficit significantly if growth is adversely affected,0,g
failures in  presidential jawboning wage and price controls or the energy department arent the main cause of inflation,1,g
since fiscal 1981 the structural deficit in the federal budgetthat is the deficit adjusted for cyclical changes in federal receipts and expenditureshas increased by approximately 100 billion,0,g
government spending will have to remain on a downward slope if we are to meet grammrudmanhollings requirements without raising taxes,0,g
fourth substantial further steps must be taken to reduce the effects on costs and prices of governmental regulatory policiesespecially policies relating to the environment and to the safety of the workplace,0,g
that proposition placed a ceiling on property taxes confronting local authorities with the8misuse of productive resources for unproductive purposes a reduction of productive investment and a general slackening in productivity gains,0,g
full funding achieved by increasing tax inflows into the fund andor reducing benefit outflows would build up larger balances in the fund and would add to national saving provided these larger surpluses in the social security trust fund were not offset by larger deficits in the rest of the federal budget,1,g
a good case therefore seems to me to exist for allowing as many of the economic choices that society must make to occur through the anonymous market rather than the adversary proceedings of the political process,0,g
in view of the extraordinary numeer of new bond issues longterm intereiit rates have remained sticky but they too are appreciably lower than they were at their peak in may or june,1,g
thus governments that choose to provide support for rd are likely to get better results if that support is stable avoiding a pattern of feast or famine19           government support for rd presumes sufficient national capacity to engage in effective research at the desired scale,1,g
manufacturing has been one of the few bright spots in an otherwise lackluster economic recovery and understanding what has driven that performance can suggest promising directions in public policy,1,g
i also havent mentioned us fiscal policy although the shift from a large and prolonged deficit to a surplus has doubtlessly contributed to our goldilocks economy,1,g
government stimulus programs also contributed to growth,1,g
other catalysts to such booms might be a hurricane a tornado or just about any government spending boondoggle,0,g
8 if you do the  numbers you will find that some 85 percent of those unfunded liabilities is  due to medicare a budgetary heimlich maneuver is urgently needed to keep  medicare from choking off our economic prosperity,0,g
longterm economic growth necessitates putting the us fiscal trajectory on a sounder footing,0,g
in major industrial countries bond yields have trended down in some cases reaching historical lows recently,1,g
our longterm inflation problem might not improve and could worsen unless a wide range of governmental policies are aimed at reducing inflation as our nations top economic priority,0,g
that result stems from the fact that over a period of several years the negative fiscal effects of dollar appreciation outweigh the positive monetary effects in markets for goods and services4 the principal effect of an endogenous rise in the exchange rate however is to alter the of crowding out rather than its overall magnitude,0,g
but the magnitudes are apparently not small when fiscal stimulus occurs on the scale we have seen in recent years,0,g
but those numbers dropped quickly as trade concerns came to dominate the headlines and outweighed the impetus from fiscal stimulus,1,g
2 in the business sector corporations have used a sizable share of the proceeds of capital market borrowings to rebuild financial assets to cover federal tax liabilities made unusually lage through the acceleration of collections instituted last year and more recently to repay bank loans,0,g
that expectation is widely held in the financial markets and by the public at large and the prospect of intensified public sector crowding out of private demands for the available supply of credit appears at least partly responsible for the maintenance of high real interest rates on longerterm instruments,0,g
in the meantime the federal government had also contributed to slowing down the inflationary spiral through such actions as putting corporate tax payments on a payasyougo basis sooner than originally planned reinstat ing the excise taxes on automobiles and telephone charges that were dropped at the beginning of 1966 reducing the underwithholding of personal income tax and reducing nondefense expenditures,0,g
the treasury obviously doesnt have the money for  financing rebate checks and spending increases but it must borrow the money,0,g
they are committed to public service and take their responsibilities seriously,1,g
meaningful progress on federal budget issues particularly the longrun imbalance that must be addressed would alleviate some of the policy uncertainty that appears to have dampened growth in 2012 the risks emanating from europe could diminish this year as it emerges from a recession and makes progress toward new institutional arrangements,0,g
the federal budget became more stimulative,1,g
m674  digitized for fraser httpsfraserstlouisfedorg federal reserve bank of st louis2 administrations record as you know the administration has substantially increased the federal governmts support for economic development and job training programs for the purpose of providing permanent private sector jobs,1,g
on the other hand  the outlook for our balance of goods and s e r v i c e s and government account does not look unfavorable,1,g
the lower odds of an imminent budget showdown may ease some business and consumer concerns and that may aid growth,1,g
as i look back on 1966 i am struck along with everyone else by the enormous pressures generated in an economy already in the neighborhood of full employment yet required to cope with a large and sharply rising volume of military expenditures,1,g
the united states was to modify the mix of monetary and fiscal policy to achieve more accommodation in the former and less stimulus in the latter,0,g
our country has not been innocent with respect to the use of these nontariff protective devices,0,g
but the failures of government have given them much to be modest about with regard to their own discipline,0,g
fiscal policy adjustments allow a country to meet its stabilization objective more by bolstering domestic demand and correspondingly less by encouraging external demand at the expense of other countries,0,g
since then however it has widened steadily and is currently estimated at over 3 trillion or 25 percent of gdp,0,g
not only would this neutrality limit the role of political clout but it would leave government officials out of the process of deciding which businesses are more worthy than others and allow all businesses to operate in a lowercost environment,0,g
in times like these it is also necessary that public expenditure in the united states be restrained to the maximum extent feasible,0,g
expectations of large and increasing deficits in the future could inhibit current household and business spendingfor example by reducing confidence in the longerterm prospects for the economy or by increasing uncertainty about future tax burdens and government spendingand thus restrain the recovery,0,g
we have no reason to believe that large deficits such as we have had in the 1960s are in themselves any more stimulative to total spending than the relatively small deficits in the 1950s after the korean war,0,g
the western states were hit particularly hard during the last recession and are also affected negatively by cuts to the us defense budget,0,g
this has contributed to the prevailing lack of concern over large budget deficitsfor governments of course news that budget deficits are not inflationary is welcome,0,g
however some members of the board have strong reservations about endorsing legislation that would further encroach upon state powers2preemption of state law,0,g
three propositions affecting government intervention im not going to talk about the many good things which governments do,0,g
no credible forecast suggests that future rates of growth of the us economy will be sufficient to close these deficits without significant changes to our fiscal policies,0,g
these  provisions should be reviewed with the aim of assuring nondiscriminatory treatment  5  in a closing sentence to this section which deals also with taxation of cooperatives and fire and casualty insurance companies the president states remedial legislation in these fields would enlarge the revenues and contribute to a fair and sound tax structure,1,g
the provision of federal credit assistance through direct loans and loan guarantees to achieve particular social and economic objectives has been widely recognized as a legitimate and valuable activity,1,g
the federal governments involvement is substantial in both markets,1,g
the substantial expansion of the federal budget deficit has contributed to this situation,0,g
furthermore focusing on the government involvement in overall credit flows should facilitate the coordination of fiscal and monetary policiesthe administrations study also has suggested that sales of certificates of beneficial ownership cbo be treated as a form of borrowing rather than as a negative outlay,1,g
a central element in this strengthened antiinflation program is a revised 1981 budgetone that is balanced,1,g
these included providing liquidity directly to nonbank financial institutions supporting a number of shortterm credit markets and reducing longterm interest rates furtherby purchasing additional medium and longterm treasury bonds as well as mortgagebacked securities and the debt of governmentsponsored enterprises,1,g
yet public perceptions about the economic order are not sanguine projections of an awesome federal deficit overhang financial markets the recovery is viewed as fragile with unemployment still much too high some perceive real interest rates to be exceptionally high and the persistent strong exchange value of the dollar and problems with loans to lesser developed countries threaten international markets,0,g
certainly expenditure of federal economic development funds can be tailored to the necessities of the individual community of whatever size by people closer to that community than congress but to turn this money back to the political subdivisions now existing  townships  counties cities and state governments  without some  pooling of the talent already in short supply will lead to as great inefficiency     9  as exists on the national level,1,g
during the past winter and spring the city began to experience very serious difficulties in rolling over its debt to say nothing of adding to its outstanding indebtedness,0,g
altogether loans by fullyowned federal agencies and guaranteed loans outstanding amounted to about 315 billion at the end of the last fiscal year just 10 years ago the level was only 150 billion,0,g
after discussing these specific debt management requirements i would like to comment on the need to strengthen the process by which congress establishes the debt limit,0,g
market confidence in the success of monetary policy must be supported by continued commitments and decisions in both the congress and the administration to reduce the large structural federal deficits that threaten to place heavy pressure on our financial resources as the economy grows,0,g
as for the theme of todays conference  choice and competition  it is fair to say that in almost every arenaprivate industry as well as government  choice and competition have enhanced productivity and unleashed creative change,1,g
when all spending at the federal level is included the figure is closer to 120 billion of deficit financing by the federal government in recent years,0,g
since this expected development may take some time to materialize the anticipated effect in reducing our deficit may also be delayed,0,g
talk of tax cuts and new spending also makes me uneasy,0,g
however it is also becoming evident that this target is being downgraded by some observers and public officials are being urged to revamp policies to reverse the slowdown in economic activity that has been underway for the last year,1,g
last year for example  the federal deficit exceeded 150 billionthe sixth tripledigit deficit in a row,0,g
after all consumption rose less than 1 percent inventory accumulation declined substantially and federal government purchases were down by a big drop of almost 13 percent,0,g
such legislation is supported by the board of governorsas governor mitchell testified before the senate subcommittee on financial institutions last augustborrowing costs on municipal bonds are already much lower than they otherwise would be because of the exemption of their interest__it from federal incoamesv,1,g
the program also includes a broad and judicious m ixture of spending cuts designed to keep deficits from spiraling and creating even worse pressures on financial markets,0,g
now however the size of current and potential  expenditures along with more general concerns about the federal governments huge budget deficits are forcing policymakers to take a fresh look at commitments to both industries,0,g
after subtracting from growth over much of the period from 2011 onward the impetus from fiscal policy has turned distinctly positive with the passage of recent tax and budget legislation10 fiscal policy is likely to impart considerable momentum to growth over the next couple of years not only by increasing demand but also by boosting to some degree the potential capacity of the economy,1,g
but beyond the increase in existing services the scope of government is broadening as areas which were formerly considered to be the responsibility of the individual or family are bieng taken over by government,1,g
the  greatest  danger however is a price upsurge generated by the  same b asic forces that have been behind the powerful groundswell of prices throughout the past decade that i s  unparalleled federal budget d e fic its and a necessarily accommodative monetary policy,0,g
hence it is likely that at least until this political gridlock is resolved the overall federal surplus should be at least as high as the presently forecast cash surplus of social security,0,g
on the plus side the fiscal picture is a lot brighter not just temporarily but into the future,1,g
our chief weakness however is the federal budget deficits that prevent us from taking progressive action on education infrastructure and other programs we will need to pursue in the 1990s,0,g
however a variety of increases in expenditures are meanwhile in the making and sentiment is also developing for larger and permanent tax reductions,0,g
in short the housing boom appears to have been driven by a combination of fundamentals government incentives and a degree of overshooting,0,g
8indeed whichever way you look there are costs to bringing down inflation that is why we have searched in so many directions for a cheaper way confirming the belief that in the end we shall always do the right thing after trying everything else firstbut it is not only the actions of the government that count much as government policy bears responsibility for inflation,0,g
the appropriate role of government in the economy is to provide a stable monetary fiscal and regulatory environment within which private market forces can operate,0,g
we hear so often of government programs that are poorly designed inefficiently implemented and ineffective in achieving their goals,0,g
3rates of growth that would have raised revenues to the point of balancing the budget after massive tax cuts were not prevented by the fed,0,g
to close the gap between the financial demands of political constituencies and the limited real resources available to their governments many countries too often have bridged the difference by borrowing from foreign investors,0,g
while the smithsonian realignment will have its largest effects on our exports and imports there should also be favorable effects on other components of the balance of payments including capital flows to and from the united states,1,g
however in the next few years i is quite likely that t  government spending will fall relative to gnp as defense spending falls spending to deal with savings and loan problems tapers off interest expense on the national debt declines and unemployment is reduced,0,g
public                            transfers and subsidies increasingly pervade nations                            as they globalize and personal income taxes become                            more burdensome as well,0,g
our trade balance ought to have been showing further improvement in order to close the gap in our overall balance of payments,0,g
many governmental services are provided at the state and local level,1,g
a government pretending to serve a nations interest by say misinforming the people about its military plans would be harshly taken to task,0,g
similar rigidities notably limitations on borrowing costs inhibit the ability of state and local governments to compete in the capital market,1,g
social and political conditions have become more stable,1,g
change will not be easy because it conflicts with many political shibboleths plus entrenched procedures,0,g
i submit that many such calls for     4the government to do something are indeed effective in getting the government to do something but in most instances that something has so many costly side effects that it constrains the ability of our economic system to achieve an efficient solution to the problem at hand,0,g
congress  spurred on by the new president has been aggressive with fiscal policy,0,g
to offset these higher costs the president urged substantial tax reductions before he cut back the tax package and agreed to a delayed january 1 date,0,g
but out of the public eye there was also hard serious work and wellcrafted compromises on the part of legislators and administration negotiators,1,g
taking premature action which might be perceived as undermining fiscal responsibility could well interrupt or reverse those trends and thus complicate the recovery,0,g
b foreign industrialized countries have tended to rely rather heavily on monetary policy for stabilization purposes with the result that interest rate levels have been high abroad relative to what they would have been had there been a more active use of fiscal policies,0,g
7  another trend is toward  balance budgets and smaller governments,0,g
several years ago it was estimated that federal state and local governments enact 150000 laws a year,0,g
nonetheless the attention paid the deficit  following the stock market crash means that fiscal stimulus will be less than in recent years,1,g
rather the blame lies for the most part in our own penchant for consuming  more than we produce and this tendency has propelled the accumulation o f our government corporate and consumer debt,0,g
the deficit has been one factor that has constrained our growth ever since we started recovering from the 199091 recession,0,g
the prospect of such attrition would be reduced if the tax bill is passed and treasury bill yields decline promptly,1,g
since the early 1970s the thrust of public policy has been to encourage development and growth of markets for mortgage passthrough securities guaranteed by federal agencies and federally sponsored enterprises,1,g
the sharp increase in the value of the dollar from 1980 to 1984 and the ballooning current account deficit have been issues of serious concern for participants in international exchange and for policymakers for some time,0,g
the 1979 deficit of 277 billion is the smallest since fiscal year 1974 any proposed tax reduction should be analyzed in terms of its impact on the objective of moving toward a balanced budget,1,g
all levels of government can manage their finances prudently provide public services efficiently build up surpluses and rainy day funds and pay down debt,0,g
a reduced deficit over time and return to budgetary balance in a good business year is critical to avoiding endemic pressures in financial markets and to sustained growth in the private econom1,0,g
much progress already  has been made toward reducing the size of these deficits but more will be required before the nation can rest comfortably,1,g
in the second half of 1964 and in early 1965 the highemployment surplus rose and the budget became somewhat less stimulative,0,g
if by some stroke of a magical pen the budget deficit were eliminated the economy would experience a deficiency of aggregate demand of the order of 5 percent,1,g
u in bringing about this trustee arrangement to deal with the highly complex problems faced by a central banking system the congress is to be credited with foresight in the degree of independence with which it has surrounded the system the nuances of independence are not easily spelled outthey involve an opportunity like that of the judiciary to act objectively without favor and without fear free of private pressures on the one side and partisan political pressures on the other,1,g
another area in which accountabiliry and clear objectives remain disturbingly absent is the relationship between the federal reserve and the treasury in the realn  of exchangerate policy,0,g
foremost among these is the prospect that federal budget deficits will persist at very substantial levels in the years ahead even as the economy moves well into an expansion,0,g
i would like to agree enthusiastically with those who say that government ought to get out of our hair,0,g
if improved fiscal instruments were used side by side with monetary policy to influence total spending the chances of avoiding excessive bursts of aggregate demand with their inevitable inflationary consequences would be greatly enhanced,0,g
however the  13estimated cost to the treasury of tis bill is considerably greater than other proposals being considered,0,g
efforts to politicize central banks can be seen as a way for the fiscal authorities to strengthen their influence on the printing press to avoid difficult fiscal choices,0,g
but before i join the taxpayers revolt in the name of antiinflationary policy i must emphasize the necessary corollary,0,g
but this    6does not mean that the government really spends more than it takes in since it borrows an amount equivalent to the deficit,1,g
new ways may have to be found to maintain the balanced budget your  congress demands and to do so without choking off economic growth,0,g
if left unchecked persistent and widening federal government deficits will have an increasingly corrosive effect on the us economy because all else being equal federal government borrowing takes up some of the funds that would otherwise go to finance capital accumulation or to purchase capital assets from abroad,0,g
this would help the fed avoid engaging in credit allocations or other sorts of fiscal policies,0,g
a more vigorous expansion abroad together with an improvement in the us fiscal position would over time help to redress some of the major distortions in the global economy today,0,g
by the same token we must be willing to pay with our tax  dollars to keep those systems in top shape,1,g
last year though real government consumption and investment spending rose 11  percent with positive growth at the national level and at the state and local  levels,1,g
in addition to spending more on new equipment  research and so on we must also invest more in our public infrastructureroads mass transit and the like,1,g
these false perceptions have led people to argue that we have to reduce our federal deficits      9   and that any way we do so would be an improvement over our current situation,0,g
according to this school of interpretation which focuses on the potential growth rate of gnp the configuration of events in this econanic recovery is explained by a carbination of the tax cuts in 1981 and other incentiveenhancing policies such as deregulation,0,g
in view of the purpose of the tax cut which is to stimulate the economy a consistent national policy would hardly call for monetary action to offset its effects if the economy continued to operate well below its capacity,0,g
in effect congress has said that it does not want  monetary policy unduly affected by political considerations,0,g
as shown on table i the financing required by the combined unified deficit and offbudget federal financing totaled over 80 billion nearly onehalf of the total available,0,g
at the same time however this group tends to envisage a lower rate of investment in the private sector which would make room for the government deficit,0,g
defense spending will stimulate the  local economies surrounding the regions many defense installations,1,g
in considering the best remedy for the economic ills we must not overlook this vital consideration  fiscal remedies used to attack economic  ills of the f40s and 50s may not work equally well in the f70s,0,g
if future taxrate cuts          are already enacted into law putting them into effect sooner than planned          could be done quickly,0,g
but to the extent the needed job cannot be done by expenditure control alone i see no alternative to considering new sources of revenue,1,g
but why not lay out some budget  for a number of years the budget documents have stressed  the sensitivity of the budget figures to economic assumptions so i know  it can be done,0,g
this will increase the funds available to rebuild our cities increase our productive capacity and raise future standards of living  8   early in the century 1913 tax rates on income l7,1,g
given the stakes the public sector must engage in order to ensure that the payments infrastructure is safe as well as efficient and fast assess whether regulatory perimeters need to be redrawn or new approaches are needed in areas such as consumer data and identity authentication and explore the role of central bank digital currencies in ensuring sovereign currencies stay at the center of each nations financial system,1,g
however we in the united states must remain committed to reducing our fiscal deficit,0,g
so instead of a 9billion trade deficit recorded in 1976  the first quarter of 1977 produced a record deficit of nearly 28 billion annual rate,0,g
most policy makers marvel at the seeming ease with which the united states continues to finance its current account deficit,0,g
for example the imposition of an income tax surcharge during periods of excess demand has been reconnnended,1,g
now with a lot of hard work and a little help from an improving economy the deficit has been tamed and the city is back in the black,1,g
for example currently because the treasury  has gotten to thepoint where it is paying off debt on a seasonal basis intead of borrowing it probably has more impact on the three month bill rate than the federal reserve does in any g4ven qee_k,1,g
when poor economic conditions drive policy interest rates close to the zero lower bound fiscal stimulus may be more effective than usual in boosting aggregate demand because it will not have the usual effect of raising real interest rates thereby crowding out private demand2           a second lesson is that while even if it is appropriate for fiscal policy to play a larger role when policy rates are near zero policymakers nevertheless may face constraints in implementing fiscal stimulus,0,g
as the recovery progresses it does not seem likely that the treasury will continue to be able to sell treasury bills at close to a 5 percent yield,1,g
and the us current account while moving into deficit in 1980 as a result of1979s opec oil price rise should improve significantly in 1981r the currentaccount balances of the other two largest economies japan and germany are expected to remain in substantial deficit over the 198081 period,1,g
one source of competition could be the us governments funding needs associated with large fiscal deficits if congress cannot maintain an effective budgetdeficit reduction program,0,g
the heart  of ricardian equivalence is that additional issuance of public debt leads  households to demand more assets in order to save for anticipated future taxes  needed to service the extra debt,0,g
in 2009 i advocated that we establish a new accord between the treasury and the federal reserve that protects the fed in just such a way,0,g
some part of the rapid upward trend of federal spending however is attributable to widespread acceptance of the theory that social and econornic problems can generally be soived by quick and large expenditure of governmental monies,0,g
promoting savings is a job for fiscal and tax policy,0,g
until we put our fiscal house in order we will have to buy more than we sell so that foreigners can in turn put their surplus earnings into financing our deficits,0,g
though federal expenditures are concentrated on certain industries their effects on incomes and output spread everywhere,1,g
but if the business recovery is as strong as generally expected and if the federal reserve supplies the funds which people demand at the controlled interest rate levels the system would have to acquire an increasing proportion of government debt outstanding as happened in the last decade the trend rate of money growth would increase and inflation would be intensified,0,g
changes in demographics and the adverse effects of large federal budget deficits are constraining our capacity to grow,0,g
united states political isolation ended with world war i and even the possibility of economic isolation ended with world war ii,1,g
now that i have your attention                            remember that to save promised benefits we would have                            to dramatically cut spending starting right now or raise                            income taxes and never bring them back down,0,g
while those hopes have not yet been realized note that the fiscal debate continues to be responsive to spending and revenue considerations which five years of massive deficits would entail we are no longer content to plan year by yearthat is not to deny the major risk both in recovery for 1983 and in trendto1988 of the prospect of continued federal megadeficits over the next five years,0,g
my hunch is that sheridan would  want to live in texas with you and me and would seek to rent out hellperhaps to  the us congress though it would have to be free of charge given their fiscal  predicament,0,g
largescale shifts in demand of the public sector tend to overwhelm typical fluctuations in private epend i tures,0,g
this has taken the hard work of many people in both the public sector and the private sector,1,g
5 we must stop adding to inflation by government actions such as protectionism regulation farm price supports minimum wage increases and high government construction costs,0,g
of course i do not view this weakness negatively because deficit reduction is long overdue,1,g
in sum mr chairman recent events have raised troubling questions about the us government securities market,0,g
however logic would argue against the recommendation to keep direct lending of federal agencies in the unified budget,1,g
the coordination and expertise at the state level in these matters is an essential corrective,1,g
11  7in those new deal days to be sure an enlarged deficit would have been thought of in terms of bigger government spending not of a tax cuttax rates in fact went up severely during the 1930s,1,g
in particular i would like to review the course of our balance of payments over recent years and to bring out the nature of the problem that has called for specific corrective actionthere is no doubt that the balance of payments presents a real challenge to government policies and business decisions in the united states,0,g
it is in the oecd framework that the principle of the superiority of joint over individual country action can most clearly find expression,0,g
and its clear that low interest rates tax cuts and tax refunds helped to fuel aggressive spending by households,0,g
while it is not rigid or uncompromising and does not demand perfection there are limits beyond which we must not go if we would maintain it and expect it to continue to operate efficientlyclearly we should restrain further growth of the government sector and reduce it if possible,0,g
fiscal challenges for state governments  cuts in state and local programs and employment are also weighing on economic activity,0,g
so fiscal policy is now on a course of new discipline new restraint that is a change in direction since the beginning of this year,0,g
if the congress continues to progress in slewing the growth of deficit spending it could be that coordination will come to mean a greater willingness by the industrial countries to pursue policies that promote moderately faster growth in employment and output by adjustments in fiscal monetary and labor market policies which would contribute to sustaining global economic growth88 lb surrmarize a review of the nonetary policies of our major trading partners indicates their understandable priority of restraining inflation and maintaining the strength of their currencies with econanic growth also an important consideration,0,g
the federal cdfi fund currently has 35 billion in tax credits to award though they have received 28 billion in new requests for funding,0,g
instead economic policymaking for the past several decades has reflected the unfortunate legacy of the great depression of the 1930s which gave rise to views that justified a massive increase in governmental intrusion into economic affairs,0,g
but can we afford a tax cut that would further enlarge the government deficit,0,g
we appreciate the efforts the states have made to implement title xi especially given the budgetary constraints many of you face,1,g
the public sector in the united states must stabilize its finances and reverse the accumulation of debt that has accelerated in recent years,0,g
but unless we as a nation demonstrate a strong commitment to fiscal responsibility in the longer run we will have neither financial stability nor healthy economic growth,0,g
a singlepriced and open auction holds the promise of enhancing participation in the auction and exposing attempts to manipulate the market thereby narrowing the possibility of manipulation and producing lower treasury borrowing costs,1,g
and if government tries to deal with povertyroy some device for   income maintenance i1 only encourages shiftlessness,0,g
in the latter study changes in gnp from 1952 through mid 68 are regressed on variables taken as proxies for monetary and fiscal actions with the monetary variables alternately defined as changes in the money stock or in the monetary base ie 3 3 potential sources of economic turbulence and that fiscal policy is the wet noodle among our economic stabilization tools,0,g
some essential programs might have to be reduced or eliminated,0,g
but this action comes too  as a matter of fact the legislators in  sacramento have something to teach their colleagues in washington since they are carrying over a surplus of more than 800 million from fiscal 1973  in striking contrast the federal budget picture  has been highly perverse  with fiscal 1973ts 18billion  deficit stimulating rather than curbing the inflationary economy and in the process heaping huge demands on the credit markets pushing up the level of interest rates and tending to overstimulate the rate of monetary expansion,0,g
thus my answer to the question posed in the title of this presentation is that the united states certainly does not have a current account deficit disorder,1,g
sizable fiscal stimulus has provided an important boost to demand this year and will likely contribute somewhat further next year given the usual lags in outlays and in the effects of tax cuts on business and household spending,1,g
given a national decision that we fight therewe had better supply all requirements not curtail them for balance of payments reasons3,1,g
the key to rebuilding this confidence is improved performance by government and budgetary reform can move us powerfully toward this goal,0,g
if the congress believes nevertheless that the presidentshould have standby powers to freeze wages and prices provisionshould be made for prompt congressional review of any freezeorder,0,g
the second is that the government stands aside from the competitive market system and lets the chips fall as they may,0,g
we were also experiencing a heavy balance of payments deficit caused in part at least by a bulge in imports and a slump in exports,0,g
defense spending as a share of g n p rose from under 5 percent in 1980 to 66 percent in 1986 it has since fallen to 55 percent and n o w that the cold w a r is over it is projected to continue to decline to under 4 percent in the 1990s,0,g
the danger is an upsurge generat ed by the same basic forces that have been behind the powerful groundswell of prices throughout the past decade that is unparalleled federal budget deficits and a necessarily ac commodative monetary policy,0,g
fiscal and monetary policies are being formulated with greater discipline to bring inflation under control,0,g
moreover price controls or  6relatively low taxation kept the price of oil and natural gas in the united states far below comparable prices in most industrial countries even after the oil shocksin the light of this relatively good performance of the private sector it probably would not be fair to fault government for not contributing more to adjustment to higher energy prices,1,g
yet so far the only thing that has cooled is the talk about the beneficial powers of fiscal action,0,g
the federal reservetreasury accord of that year separated government debt management from monetary policy and freed the fed to combat high inflation and set shortterm interest rates based on what was best for the economy,0,g
defense expenditures in particular should work to maintain substantial momentum in the nations factories even if some cuts are applied in this area,1,g
political talk about stealing social security benefits to finance the rest of government is fundamentally inaccurate,1,g
the external debt dynamic the need to correct the external imbalance is accentuated by the dynamics of the external debt that the united states is accumulating,0,g
the budget projections do not however reflect the potential impact of legislation being considered in the senate and the house that would mandate certain availability limits on funds deposited by check,0,g
the reason is virtually the same as in the case of a rise in fiscal deficits,0,g
for decades now economic borders have been fading away and the worlds nations have grown more interconnected,0,g
for almost half a century our government has moved toward greater participation in economic stabilization programs,1,g
we might be better off if we recognized the damage allowed realistic inflation accounting and to the extent that we fail to reduce inflation adjust our tax and financial system to minimize the damage,0,g
a useful set of principles for appropriate government action in the economic arena are as follows first governments should have a clear policy objective second they should be minimally intrusive in achieving that objective third they should rely to the greatest extent possible on market mechanisms and market incentives and fourth they should seek to influence ex ante behavior rather than focusing exclusively on ex post crisis management,0,g
